	Security	Holder	Weight
486	ALL UN Equity	Balyasny Asset Management LP	0.0009
487	ALL UN Equity	AQR Capital Management LLC	0.0006
488	ALL UN Equity	Corient Private Wealth LLC	0.0007
489	ALL UN Equity	Adage Capital Management LP	0.0000
490	ALL UN Equity	LMR Partners LLP	0.0066
491	ALL UN Equity	Verition Fund Management LLC	0.0038
492	ALL UN Equity	Capital Fund Management SA	0.0028
493	ALL UN Equity	Philadelphia Financial Management	0.0485
494	ALL UN Equity	Moore Capital Management LP	0.0034
495	ALL UN Equity	Basswood Capital Management LLC	0.0083
496	ALL UN Equity	Interval Partners LP	0.0048
497	ALL UN Equity	Jacobs Asset Management LLC	0.0712
498	ALL UN Equity	Two Sigma Investments LP	0.0000
499	ALL UN Equity	Holocene Advisors LP	0.0004
500	ALL UN Equity	Schonfeld Strategic Advisors LLC	0.0007
501	ALLE UN Equity	Two Sigma Investments LP	0.0000
502	ALLE UN Equity	Citadel Advisors LLC	0.0008
503	ALLE UN Equity	Millennium Management LLC/NY	0.0007
504	ALLE UN Equity	Renaissance Technologies LLC	0.0009
505	ALLE UN Equity	Williams Jones Wealth Management L	0.0031
506	ALLE UN Equity	DE Shaw & Co LP	0.0000
507	ALLE UN Equity	Cubist Systematic Strategies LLC	0.0014
508	ALLE UN Equity	Distillate Capital Partners LLC	0.0000
509	ALLE UN Equity	Balyasny Asset Management LP	0.0002
510	ALLE UN Equity	AQR Capital Management LLC	0.0001
511	ALLE UN Equity	Capital Fund Management SA	0.0006
512	ALLE UN Equity	Appian Way Asset Management LP	0.0144
513	ALLE UN Equity	Echo Street Capital Management LLC	0.0003
514	ALLE UN Equity	Stansberry Asset Management LLC	0.0049
515	ALLE UN Equity	Carlson Capital LP	0.0023
516	ALLE UN Equity	NewEdge Wealth LLC	0.0009
517	ALLE UN Equity	Tudor Investment Corp	0.0004
518	ALLE UN Equity	Interval Partners LP	0.0012
519	ALLE UN Equity	Woodline Partners LP	0.0003
520	ALLE UN Equity	Occudo Quantitative Strategies LP	0.0024
521	AMAT UW Equity	Matrix Capital Management Co LP	0.1181
522	AMAT UW Equity	Cantillon Capital Management LLC	0.0360
523	AMAT UW Equity	Egerton Capital UK LLP	0.0391
524	AMAT UW Equity	Coatue Management LLC	0.0153
525	AMAT UW Equity	Naya Capital Management UK Ltd	0.2096
526	AMAT UW Equity	Abrams Bison Investments LLC	0.1336
527	AMAT UW Equity	AQR Capital Management LLC	0.0025
528	AMAT UW Equity	Adage Capital Management LP	0.0000
529	AMAT UW Equity	Renaissance Technologies LLC	0.0016
530	AMAT UW Equity	XN LP	0.0842
531	AMAT UW Equity	Woodline Partners LP	0.0098
532	AMAT UW Equity	Capital Fund Management SA	0.0109
533	AMAT UW Equity	Millennium Management LLC/NY	0.0007
534	AMAT UW Equity	Tocqueville Asset Management LP	0.0101
535	AMAT UW Equity	Citadel Advisors LLC	0.0006
536	AMAT UW Equity	Corient Private Wealth LLC	0.0011
537	AMAT UW Equity	DE Shaw & Co LP	0.0000
538	AMAT UW Equity	Engine No 1 LLC	0.1333
539	AMAT UW Equity	Osterweis Capital Management Inc	0.0168
540	AMAT UW Equity	LMCG Investments LLC	0.0149
541	AMCR UN Equity	Corient Private Wealth LLC	0.0006
542	AMCR UN Equity	Balyasny Asset Management LP	0.0006
543	AMCR UN Equity	Millennium Management LLC/NY	0.0002
544	AMCR UN Equity	MARSHALL WACE	0.0000
545	AMCR UN Equity	Adage Capital Management LP	0.0000
546	AMCR UN Equity	Squarepoint Ops LLC	0.0005
547	AMCR UN Equity	Investors Mutual Ltd	0.0000
548	AMCR UN Equity	Renaissance Technologies LLC	0.0001
549	AMCR UN Equity	TwinBeech Capital LP	0.0012
550	AMCR UN Equity	Tocqueville Asset Management LP	0.0010
551	AMCR UN Equity	Citadel Advisors LLC	0.0001
552	AMCR UN Equity	NEIRG Wealth Management LLC	0.0049
553	AMCR UN Equity	Ergoteles LLC	0.0011
554	AMCR UN Equity	Lighthouse Investment Partners LLC	0.0015
555	AMCR UN Equity	Edgestream Partners LP	0.0018
556	AMCR UN Equity	AQR Capital Management LLC	0.0000
557	AMCR UN Equity	Magnetar Financial LLC	0.0004
558	AMCR UN Equity	Clearstead Advisors LLC	0.0010
559	AMCR UN Equity	Occudo Quantitative Strategies LP	0.0012
560	AMCR UN Equity	Tudor Investment Corp	0.0002
561	AMD UW Equity	Coatue Management LLC	0.0780
562	AMD UW Equity	MARSHALL WACE	0.0000
563	AMD UW Equity	Winslow Capital Management LLC	0.0153
564	AMD UW Equity	Sylebra Capital Ltd	0.1182
565	AMD UW Equity	Appaloosa LP	0.0489
566	AMD UW Equity	Citadel Advisors LLC	0.0025
567	AMD UW Equity	Adage Capital Management LP	0.0000
568	AMD UW Equity	DE Shaw & Co LP	0.0000
569	AMD UW Equity	Aspex Management HK Ltd	0.0446
570	AMD UW Equity	Jericho Capital Asset Management L	0.0561
571	AMD UW Equity	Third Point LLC	0.0200
572	AMD UW Equity	Atreides Management LP	0.0414
573	AMD UW Equity	Whale Rock Capital Management LLC	0.0230
574	AMD UW Equity	Millennium Management LLC/NY	0.0013
575	AMD UW Equity	Tairen Capital Ltd	0.0380
576	AMD UW Equity	FengHe Fund Management Pte Ltd	0.1904
577	AMD UW Equity	Slate Path Capital LP	0.0323
578	AMD UW Equity	SoMa Equity Partners LP	0.0380
579	AMD UW Equity	Twin Tree Management LP	0.0138
580	AMD UW Equity	Rokos Capital Management LLP	0.0131
581	AME UN Equity	Millennium Management LLC/NY	0.0016
582	AME UN Equity	Two Sigma Investments LP	0.0000
583	AME UN Equity	Balyasny Asset Management LP	0.0042
584	AME UN Equity	Adage Capital Management LP	0.0000
585	AME UN Equity	Scopus Asset Management LP	0.0157
586	AME UN Equity	Osterweis Capital Management Inc	0.0220
587	AME UN Equity	Select Equity Group LP	0.0011
588	AME UN Equity	Palisade Capital Management LLC	0.0068
589	AME UN Equity	Renaissance Technologies LLC	0.0003
590	AME UN Equity	AQR Capital Management LLC	0.0004
591	AME UN Equity	Corient Private Wealth LLC	0.0004
592	AME UN Equity	Arrowstreet Capital LP	0.0002
593	AME UN Equity	Citadel Advisors LLC	0.0002
594	AME UN Equity	ExodusPoint Capital Management LP	0.0015
595	AME UN Equity	Schonfeld Strategic Advisors LLC	0.0010
596	AME UN Equity	Polar Asset Management Partners In	0.0025
597	AME UN Equity	Distillate Capital Partners LLC	0.0000
598	AME UN Equity	Weiss Multi-Strategy Advisers LLC	0.0017
599	AME UN Equity	Soros Fund Management LLC	0.0017
600	AME UN Equity	DE Shaw & Co LP	0.0000
601	AMGN UW Equity	Two Sigma Investments LP	0.0000
602	AMGN UW Equity	DE Shaw & Co LP	0.0000
603	AMGN UW Equity	AQR Capital Management LLC	0.0033
604	AMGN UW Equity	Millennium Management LLC/NY	0.0015
605	AMGN UW Equity	Corient Private Wealth LLC	0.0029
606	AMGN UW Equity	Squarepoint Ops LLC	0.0058
607	AMGN UW Equity	Arrowstreet Capital LP	0.0012
608	AMGN UW Equity	Citadel Advisors LLC	0.0009
609	AMGN UW Equity	Adage Capital Management LP	0.0000
610	AMGN UW Equity	Woodline Partners LP	0.0086
611	AMGN UW Equity	Renaissance Technologies LLC	0.0008
612	AMGN UW Equity	Balyasny Asset Management LP	0.0016
613	AMGN UW Equity	Aaron Wealth Advisors LLC	0.0709
614	AMGN UW Equity	MARSHALL WACE	0.0000
615	AMGN UW Equity	Hudson Bay Capital Management LP	0.0041
616	AMGN UW Equity	Bridgewater Associates LP	0.0023
617	AMGN UW Equity	Boone Capital Management LLC	0.0660
618	AMGN UW Equity	Williams Jones Wealth Management L	0.0019
619	AMGN UW Equity	Azimut Holding SpA	0.0000
620	AMGN UW Equity	NewEdge Wealth LLC	0.0034
621	AMP UN Equity	Viking Global Investors LP	0.0152
622	AMP UN Equity	Millennium Management LLC/NY	0.0017
623	AMP UN Equity	Balyasny Asset Management LP	0.0019
624	AMP UN Equity	MARSHALL WACE	0.0000
625	AMP UN Equity	Schonfeld Strategic Advisors LLC	0.0035
626	AMP UN Equity	LMR Partners LLP	0.0089
627	AMP UN Equity	Adage Capital Management LP	0.0000
628	AMP UN Equity	Point72 Asset Management LP	0.0000
629	AMP UN Equity	Basswood Capital Management LLC	0.0177
630	AMP UN Equity	TwinBeech Capital LP	0.0045
631	AMP UN Equity	AQR Capital Management LLC	0.0004
632	AMP UN Equity	Alley Investment Management Co LLC	0.0302
633	AMP UN Equity	Alyeska Investment Group LP	0.0014
634	AMP UN Equity	Weiss Multi-Strategy Advisers LLC	0.0037
635	AMP UN Equity	DE Shaw & Co LP	0.0000
636	AMP UN Equity	Distillate Capital Partners LLC	0.0000
637	AMP UN Equity	Cohen Klingenstein LLC	0.0058
638	AMP UN Equity	Cinctive Capital Management LP	0.0040
639	AMP UN Equity	Hudson Bay Capital Management LP	0.0011
640	AMP UN Equity	Corient Private Wealth LLC	0.0002
641	AMT UN Equity	Akre Capital Management LLC	0.1079
642	AMT UN Equity	Cantillon Capital Management LLC	0.0252
643	AMT UN Equity	DE Shaw & Co LP	0.0000
644	AMT UN Equity	Point72 Asset Management LP	0.0000
645	AMT UN Equity	Heard Capital LLC	0.1116
646	AMT UN Equity	Renaissance Technologies LLC	0.0019
647	AMT UN Equity	Alkeon Capital Management LLC	0.0073
648	AMT UN Equity	Adage Capital Management LP	0.0000
649	AMT UN Equity	Citadel Advisors LLC	0.0010
650	AMT UN Equity	Two Sigma Investments LP	0.0000
651	AMT UN Equity	Douglas Lane & Associates LLC	0.0098
652	AMT UN Equity	Corient Private Wealth LLC	0.0014
653	AMT UN Equity	Locust Wood Capital Advisers LLC	0.0295
654	AMT UN Equity	Schonfeld Strategic Advisors LLC	0.0043
655	AMT UN Equity	Millennium Management LLC/NY	0.0005
656	AMT UN Equity	Waterfront Capital Partners LLC	0.0294
657	AMT UN Equity	AEW Capital Management LP	0.0134
658	AMT UN Equity	Aureus Asset Management LLC	0.0239
659	AMT UN Equity	AQR Capital Management LLC	0.0006
660	AMT UN Equity	ExodusPoint Capital Management LP	0.0027
661	AMZN UW Equity	Skye Global Management LP	0.4978
662	AMZN UW Equity	MARSHALL WACE	0.0000
663	AMZN UW Equity	Coatue Management LLC	0.0795
664	AMZN UW Equity	Adage Capital Management LP	0.0000
665	AMZN UW Equity	Winslow Capital Management LLC	0.0532
666	AMZN UW Equity	Millennium Management LLC/NY	0.0105
667	AMZN UW Equity	Matrix Capital Management Co LP	0.1111
668	AMZN UW Equity	Corient Private Wealth LLC	0.0187
669	AMZN UW Equity	Alkeon Capital Management LLC	0.0429
670	AMZN UW Equity	Altarock Partners LLC	0.1598
671	AMZN UW Equity	Citadel Advisors LLC	0.0075
672	AMZN UW Equity	Lone Pine Capital LLC	0.0585
673	AMZN UW Equity	Holocene Advisors LP	0.0276
674	AMZN UW Equity	WindAcre Partnership LLC/The	0.1184
675	AMZN UW Equity	Viking Global Investors LP	0.0235
676	AMZN UW Equity	Third Point LLC	0.0783
677	AMZN UW Equity	Balyasny Asset Management LP	0.0137
678	AMZN UW Equity	AQR Capital Management LLC	0.0102
679	AMZN UW Equity	Tiger Global Management LLC	0.0403
680	AMZN UW Equity	DE Shaw & Co LP	0.0000
681	ANET UN Equity	Viking Global Investors LP	0.0135
682	ANET UN Equity	Millennium Management LLC/NY	0.0014
683	ANET UN Equity	Whale Rock Capital Management LLC	0.0197
684	ANET UN Equity	Point72 Asset Management LP	0.0000
685	ANET UN Equity	Capital Counsel LLC	0.0491
686	ANET UN Equity	Kovitz Investment Group Partners L	0.0101
687	ANET UN Equity	Renaissance Technologies LLC	0.0007
688	ANET UN Equity	Frontier Capital Management Co LLC	0.0046
689	ANET UN Equity	Appaloosa LP	0.0075
690	ANET UN Equity	Citadel Advisors LLC	0.0005
691	ANET UN Equity	Driehaus Capital Management LLC	0.0044
692	ANET UN Equity	Woodline Partners LP	0.0040
693	ANET UN Equity	Adage Capital Management LP	0.0000
694	ANET UN Equity	Discovery Capital Management LLC/C	0.0365
695	ANET UN Equity	Twin Tree Management LP	0.0057
696	ANET UN Equity	Tree Line Advisors Hong Kong Ltd	0.1797
697	ANET UN Equity	Cubist Systematic Strategies LLC	0.0026
698	ANET UN Equity	Corient Private Wealth LLC	0.0004
699	ANET UN Equity	Capital Fund Management SA	0.0024
700	ANET UN Equity	TwinBeech Capital LP	0.0028
701	ANSS UW Equity	Select Equity Group LP	0.0099
702	ANSS UW Equity	Echo Street Capital Management LLC	0.0137
703	ANSS UW Equity	Balyasny Asset Management LP	0.0044
704	ANSS UW Equity	Holocene Advisors LP	0.0020
705	ANSS UW Equity	Bain Capital Public Equity Managem	0.0256
706	ANSS UW Equity	Millennium Management LLC/NY	0.0003
707	ANSS UW Equity	Adage Capital Management LP	0.0000
708	ANSS UW Equity	Allegheny Financial Group Ltd	0.0896
709	ANSS UW Equity	Brasada Capital Management LP	0.0321
710	ANSS UW Equity	DE Shaw & Co LP	0.0000
711	ANSS UW Equity	Twin Tree Management LP	0.0029
712	ANSS UW Equity	AQR Capital Management LLC	0.0002
713	ANSS UW Equity	Clear Sky Advisers LLC	0.0264
714	ANSS UW Equity	Squarepoint Ops LLC	0.0004
715	ANSS UW Equity	Lyxor Asset Management SASU	0.0000
716	ANSS UW Equity	Stone Run Capital LLC	0.0260
717	ANSS UW Equity	Gotham Asset Management LLC	0.0012
718	ANSS UW Equity	Corient Private Wealth LLC	0.0001
719	ANSS UW Equity	NewEdge Wealth LLC	0.0012
720	ANSS UW Equity	Tsai Capital Corp	0.0207
721	AON UN Equity	Cantillon Capital Management LLC	0.0302
722	AON UN Equity	Farallon Capital Management LLC	0.0200
723	AON UN Equity	Frontier Capital Management Co LLC	0.0114
724	AON UN Equity	Chilton Investment Co LLC	0.0279
725	AON UN Equity	Kovitz Investment Group Partners L	0.0100
726	AON UN Equity	Permian Investment Partners LP	0.0843
727	AON UN Equity	Bowie Capital Management LLC	0.0688
728	AON UN Equity	AQR Capital Management LLC	0.0009
729	AON UN Equity	GFI Investment Counsel Ltd	0.0649
730	AON UN Equity	Williams Jones Wealth Management L	0.0058
731	AON UN Equity	LFL Advisers LLC	0.1212
732	AON UN Equity	Kerrisdale Advisers LLC	0.0544
733	AON UN Equity	Corsair Capital Management LP	0.0560
734	AON UN Equity	Corient Private Wealth LLC	0.0003
735	AON UN Equity	Oribel Capital Management LP	0.0117
736	AON UN Equity	Arrowstreet Capital LP	0.0001
737	AON UN Equity	Contravisory Investment Management	0.0199
738	AON UN Equity	DE Shaw & Co LP	0.0000
739	AON UN Equity	IEQ Capital LLC	0.0010
740	AON UN Equity	Jasper Ridge Partners LP	0.0023
741	AOS UN Equity	Millennium Management LLC/NY	0.0010
742	AOS UN Equity	Two Sigma Investments LP	0.0000
743	AOS UN Equity	DE Shaw & Co LP	0.0000
744	AOS UN Equity	Balyasny Asset Management LP	0.0010
745	AOS UN Equity	Cubist Systematic Strategies LLC	0.0033
746	AOS UN Equity	Driehaus Capital Management LLC	0.0023
747	AOS UN Equity	Holocene Advisors LP	0.0008
748	AOS UN Equity	Renaissance Technologies LLC	0.0002
749	AOS UN Equity	Citadel Advisors LLC	0.0001
750	AOS UN Equity	Alyeska Investment Group LP	0.0008
751	AOS UN Equity	Distillate Capital Partners LLC	0.0000
752	AOS UN Equity	Adage Capital Management LP	0.0000
753	AOS UN Equity	Northstar Asset Management Inc/MA	0.0248
754	AOS UN Equity	ExodusPoint Capital Management LP	0.0009
755	AOS UN Equity	Squarepoint Ops LLC	0.0004
756	AOS UN Equity	Gotham Asset Management LLC	0.0010
757	AOS UN Equity	Graham Capital Management LP	0.0018
758	AOS UN Equity	MARSHALL WACE	0.0000
759	AOS UN Equity	Teza Capital Management LLC	0.0036
760	AOS UN Equity	Schonfeld Strategic Advisors LLC	0.0003
761	APA UW Equity	Millennium Management LLC/NY	0.0007
762	APA UW Equity	Balyasny Asset Management LP	0.0015
763	APA UW Equity	Citadel Advisors LLC	0.0004
764	APA UW Equity	Douglas Lane & Associates LLC	0.0061
765	APA UW Equity	Woodline Partners LP	0.0032
766	APA UW Equity	Twin Tree Management LP	0.0039
767	APA UW Equity	Two Sigma Investments LP	0.0000
768	APA UW Equity	Sagefield Capital LP	0.0356
769	APA UW Equity	Squarepoint Ops LLC	0.0008
770	APA UW Equity	AQR Capital Management LLC	0.0003
771	APA UW Equity	MARSHALL WACE	0.0000
772	APA UW Equity	ArrowMark Colorado Holdings LLC	0.0010
773	APA UW Equity	Redwood Investment Management LLC	0.0083
774	APA UW Equity	Tocqueville Asset Management LP	0.0014
775	APA UW Equity	Bridgewater Associates LP	0.0004
776	APA UW Equity	Gotham Asset Management LLC	0.0012
777	APA UW Equity	Impala Asset Management LLC	0.0327
778	APA UW Equity	Elm Ridge Management LLC	0.0433
779	APA UW Equity	Kovitz Investment Group Partners L	0.0004
780	APA UW Equity	DE Shaw & Co LP	0.0000
781	APD UN Equity	Corient Private Wealth LLC	0.0028
782	APD UN Equity	Balyasny Asset Management LP	0.0023
783	APD UN Equity	Millennium Management LLC/NY	0.0008
784	APD UN Equity	Adage Capital Management LP	0.0000
785	APD UN Equity	Clean Energy Transition LLP	0.0747
786	APD UN Equity	ExodusPoint Capital Management LP	0.0051
787	APD UN Equity	Citadel Advisors LLC	0.0005
788	APD UN Equity	Osterweis Capital Management Inc	0.0280
789	APD UN Equity	D1 Capital Partners LP	0.0076
790	APD UN Equity	Two Sigma Investments LP	0.0000
791	APD UN Equity	MARSHALL WACE	0.0000
792	APD UN Equity	AQR Capital Management LLC	0.0007
793	APD UN Equity	Tremblant Capital LP	0.0306
794	APD UN Equity	Washington Trust Advisors Inc	0.0192
795	APD UN Equity	Bridgewater Associates LP	0.0013
796	APD UN Equity	SIR Capital Management LP	0.0217
797	APD UN Equity	Point72 Asset Management LP	0.0000
798	APD UN Equity	Verition Fund Management LLC	0.0023
799	APD UN Equity	Harvey Partners LLC	0.0171
800	APD UN Equity	Tocqueville Asset Management LP	0.0024
801	APH UN Equity	Select Equity Group LP	0.0138
802	APH UN Equity	Millennium Management LLC/NY	0.0028
803	APH UN Equity	Woodline Partners LP	0.0159
804	APH UN Equity	Balyasny Asset Management LP	0.0022
805	APH UN Equity	Arrowstreet Capital LP	0.0006
806	APH UN Equity	Adage Capital Management LP	0.0000
807	APH UN Equity	Frontier Capital Management Co LLC	0.0035
808	APH UN Equity	Palisade Capital Management LLC	0.0094
809	APH UN Equity	AQR Capital Management LLC	0.0007
810	APH UN Equity	NZS Capital LLC	0.0140
811	APH UN Equity	DE Shaw & Co LP	0.0000
812	APH UN Equity	Williams Jones Wealth Management L	0.0023
813	APH UN Equity	Azimuth Capital Investment Managem	0.0044
814	APH UN Equity	Force Hill Capital Management LP	0.0195
815	APH UN Equity	Brant Point Investment Management	0.0199
816	APH UN Equity	TwinBeech Capital LP	0.0014
817	APH UN Equity	Guinness Atkinson Asset Management	0.0360
818	APH UN Equity	Gotham Asset Management LLC	0.0013
819	APH UN Equity	Schonfeld Strategic Advisors LLC	0.0005
820	APH UN Equity	Alpine Peaks Capital LP	0.0391
821	APTV UN Equity	Citadel Advisors LLC	0.0029
822	APTV UN Equity	Balyasny Asset Management LP	0.0050
823	APTV UN Equity	Millennium Management LLC/NY	0.0013
824	APTV UN Equity	Alyeska Investment Group LP	0.0068
825	APTV UN Equity	Glenview Capital Management LLC	0.0227
826	APTV UN Equity	Renaissance Technologies LLC	0.0012
827	APTV UN Equity	Adage Capital Management LP	0.0000
828	APTV UN Equity	MARSHALL WACE	0.0000
829	APTV UN Equity	Schonfeld Strategic Advisors LLC	0.0053
830	APTV UN Equity	Merewether Investment Management L	0.0338
831	APTV UN Equity	Senator Investment Group LP	0.0233
832	APTV UN Equity	Point72 Asset Management LP	0.0000
833	APTV UN Equity	Soros Fund Management LLC	0.0073
834	APTV UN Equity	Douglas Lane & Associates LLC	0.0052
835	APTV UN Equity	Corient Private Wealth LLC	0.0005
836	APTV UN Equity	Bridgewater Associates LP	0.0010
837	APTV UN Equity	Tudor Investment Corp	0.0024
838	APTV UN Equity	DE Shaw & Co LP	0.0000
839	APTV UN Equity	Twin Tree Management LP	0.0028
840	APTV UN Equity	Washington Trust Advisors Inc	0.0118
841	ARE UN Equity	Alyeska Investment Group LP	0.0026
842	ARE UN Equity	Renaissance Technologies LLC	0.0005
843	ARE UN Equity	Millennium Management LLC/NY	0.0002
844	ARE UN Equity	Adage Capital Management LP	0.0000
845	ARE UN Equity	Citadel Advisors LLC	0.0002
846	ARE UN Equity	Corient Private Wealth LLC	0.0004
847	ARE UN Equity	Squarepoint Ops LLC	0.0006
848	ARE UN Equity	Socorro Asset Management LP	0.0351
849	ARE UN Equity	ExodusPoint Capital Management LP	0.0008
850	ARE UN Equity	Cubist Systematic Strategies LLC	0.0007
851	ARE UN Equity	Kovitz Investment Group Partners L	0.0007
852	ARE UN Equity	Tudor Investment Corp	0.0008
853	ARE UN Equity	TwinBeech Capital LP	0.0009
854	ARE UN Equity	Twin Tree Management LP	0.0009
855	ARE UN Equity	Cinctive Capital Management LP	0.0016
856	ARE UN Equity	AEW Capital Management LP	0.0015
857	ARE UN Equity	Peak6 Group LLC	0.0031
858	ARE UN Equity	Bayesian Capital Management LP	0.0032
